4.56136	2.71454
0.110908	2.22534
2.19147	2.23697
0.266536	1.02874
0.469811	-0.691109
3.72419	-1.69706
3.28157	-1.80702
2.56464	-0.632567
3.35746	0.287795
4.71956	-0.090476
4.32577	-1.32895
2.32428	0.5737
1.54581	0.759164
3.26428	-1.97561
-0.125686	-1.71379
2.90924	-2.32469
3.19272	-1.01809
0.285533	-0.329575
2.89789	0.720702
2.63392	-2.27302
0.995564	-1.23623
2.61671	-0.655557
-0.1563	0.547792
1.12909	-0.167895
1.63309	-1.95698
-0.601702	-0.18957
1.18526	1.99841
3.11441	-1.427
0.287748	-0.436489
2.63815	-2.14447
4.90159	-0.0585118
2.91866	-2.95159
0.129518	-1.14426
0.854917	0.459331
0.265816	0.263622
3.42929	0.882306
-1.13515	-2.61825
0.623328	-1.0228
-0.347526	0.958586
0.696469	-0.141363
2.74573	-1.89512
1.9994	1.68184
-0.845134	0.688431
0.721128	1.46268
2.38356	-1.01399
2.93228	-1.17298
0.651773	-1.94105
3.13679	0.5403
-0.794441	1.45134
-0.615762	-0.99238
3.72834	2.14763
0.740767	-1.50289
0.146108	-0.00732937
3.71806	-0.882799
2.97032	0.575812
2.02418	-1.64042
0.0165633	-0.87958
-0.32309	-0.396092
2.24281	2.0854
1.71369	-2.10805
2.99791	0.495157
2.29959	0.0682153
2.90367	0.220432
2.80898	-2.00809
4.00282	-1.07514
3.2099	1.8588
4.34057	0.0822799
4.1072	-2.97575
0.0341914	-1.13322
4.55209	-0.769784
1.05456	1.56502
3.60698	-1.36274
3.06664	-1.90586
3.40005	-0.62952
4.64493	0.972785
0.913193	-1.37151
1.22164	2.36817
1.8886	0.779934
0.0580347	1.20409
0.201911	0.59995
2.21456	-1.26727
2.73809	-1.48874
2.18096	2.34185
1.88629	0.721236
3.20494	0.712051
2.71222	-2.20906
2.26883	-1.33644
2.04427	-1.20459
0.131501	1.12988
4.29319	1.31718
3.76197	0.211949
1.90848	-0.00805439
2.60194	-2.04648
-0.439987	0.479957
3.41651	-2.00729
-0.312894	-0.364515
0.218346	0.209617
2.70474	2.2435
0.233699	0.466607
